buildings,production_method_groups,production_methods,type,required_construction,ammunition,small_arms,artillery,tanks,aeroplanes,manowars,ironclads,grain,fish,fabric,wood,groceries,clothes,furniture,paper,services,transportation,electricity,merchant_marine,clippers,steamers,silk,dye,sulfur,coal,iron,lead,hardwood,rubber,oil,engines,steel,glass,fertilizer,tools,explosives,porcelain,meat,fruit,liquor,wine,tea,coffee,sugar,tobacco,opium,automobiles,telephones,radios,luxury_clothes,luxury_furniture,gold,fine_art,air_travel,good_uranium,elgar_instruments,elgar_music,manzoni_prints
building_angkor_wat,pmg_base_building_angkor_wat,pm_monument_no_effects,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_big_ben,pmg_base_building_big_ben,pm_default_building_big_ben,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_big_ben,pmg_base_building_big_ben,pm_monument_prestige_only,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_big_ben,pmg_base_building_big_ben,pm_monument_no_effects,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_forbidden_city,pmg_base_building_forbidden_city,pm_default_building_forbidden_city,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_forbidden_city,pmg_base_building_forbidden_city,pm_monument_prestige_only,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_forbidden_city,pmg_base_building_forbidden_city,pm_monument_no_effects,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_hagia_sophia,pmg_base_building_hagia_sophia,pm_default_building_hagia_sophia,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_hagia_sophia,pmg_base_building_hagia_sophia,pm_monument_prestige_only,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_hagia_sophia,pmg_base_building_hagia_sophia,pm_monument_no_effects,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_mosque_of_djenne,pmg_base_building_mosque_of_djenne,pm_default_building_mosque_of_djenne,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_mosque_of_djenne,pmg_base_building_mosque_of_djenne,pm_monument_prestige_only,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_mosque_of_djenne,pmg_base_building_mosque_of_djenne,pm_monument_no_effects,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_saint_basils_cathedral,pmg_base_building_saint_basils_cathedral,pm_default_building_saint_basils_cathedral,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_saint_basils_cathedral,pmg_base_building_saint_basils_cathedral,pm_monument_prestige_only,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_saint_basils_cathedral,pmg_base_building_saint_basils_cathedral,pm_monument_no_effects,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_statue_of_liberty,pmg_base_building_statue_of_liberty,pm_default_building_statue_of_liberty,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_statue_of_liberty,pmg_base_building_statue_of_liberty,pm_monument_prestige_only,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_statue_of_liberty,pmg_base_building_statue_of_liberty,pm_monument_no_effects,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_taj_mahal,pmg_base_building_taj_mahal,pm_default_building_taj_mahal,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_taj_mahal,pmg_base_building_taj_mahal,pm_monument_prestige_only,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_taj_mahal,pmg_base_building_taj_mahal,pm_monument_no_effects,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_vatican_city,pmg_base_building_vatican_city,pm_default_building_vatican_city,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_vatican_city,pmg_base_building_vatican_city,pm_monument_prestige_only_vatican_city,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_vatican_city,pmg_base_building_vatican_city,pm_monument_prestige_only,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_vatican_city,pmg_base_building_vatican_city,pm_monument_no_effects,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_white_house,pmg_base_building_white_house,pm_default_building_white_house,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_white_house,pmg_base_building_white_house,pm_monument_prestige_only,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_white_house,pmg_base_building_white_house,pm_monument_no_effects,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_machu_picchu,pmg_dummy,pm_dummy,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_argebam,pmg_dummy,pm_dummy,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_chichen_itza,pmg_dummy,pm_dummy,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_easter_island_heads,pmg_dummy,pm_dummy,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_eye_of_sahara,pmg_dummy,pm_dummy,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_giza_necropolis,pmg_dummy,pm_dummy,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_khaju_bridge,pmg_dummy,pm_dummy,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_petra,pmg_dummy,pm_dummy,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_capitol_hill,pmg_dummy,pm_dummy,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_central_park,pmg_dummy,pm_dummy,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_martandsuntemple,pmg_dummy,pm_dummy,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_observatorygreenwich,pmg_dummy,pm_dummy,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_temple_of_poseidon,pmg_dummy,pm_dummy,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_wat_arun,pmg_dummy,pm_dummy,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_cristo_redentor,pmg_base_building_cristo_redentor,pm_default_building_cristo_redentor,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_cristo_redentor,pmg_base_building_cristo_redentor,pm_monument_prestige_only,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_cristo_redentor,pmg_base_building_cristo_redentor,pm_monument_no_effects,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_power_bloc_statue,pmg_base_building_power_bloc_statue,pm_power_bloc_statue_sovereign_empire,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_power_bloc_statue,pmg_base_building_power_bloc_statue,pm_power_bloc_statue_military_treaty,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_power_bloc_statue,pmg_base_building_power_bloc_statue,pm_power_bloc_statue_ideological_union,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_power_bloc_statue,pmg_base_building_power_bloc_statue,pm_power_bloc_statue_trade_league,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_power_bloc_statue,pmg_base_building_power_bloc_statue,pm_power_bloc_statue_religious,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_power_bloc_statue,pmg_base_building_power_bloc_statue,pm_power_bloc_prestige_only,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_power_bloc_statue,pmg_base_building_power_bloc_statue,pm_monument_no_effects,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_halloween_castledracula,pmg_dummy,pm_dummy,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_victoria_terminus,pmg_base_building_victoria_terminus,pm_default_building_victoria_terminus,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_victoria_terminus,pmg_base_building_victoria_terminus,pm_monument_prestige_only,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_victoria_terminus,pmg_base_building_victoria_terminus,pm_monument_no_effects,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_kaiserforum_1,pmg_base_building_kaiserforum_1,pm_default_building_kaiserforum_1,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_kaiserforum_1,pmg_base_building_kaiserforum_1,pm_monument_prestige_only,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_kaiserforum_1,pmg_base_building_kaiserforum_1,pm_monument_no_effects,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_kaiserforum_2,pmg_base_building_kaiserforum_2,pm_default_building_kaiserforum_2,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_kaiserforum_2,pmg_base_building_kaiserforum_2,pm_monument_prestige_only,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_kaiserforum_2,pmg_base_building_kaiserforum_2,pm_monument_no_effects,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_kaiserforum_3,pmg_base_building_kaiserforum_3,pm_default_building_kaiserforum_3,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_kaiserforum_3,pmg_base_building_kaiserforum_3,pm_monument_prestige_only,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_kaiserforum_3,pmg_base_building_kaiserforum_3,pm_monument_no_effects,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_kaiserforum_4,pmg_base_building_kaiserforum_4,pm_default_building_kaiserforum_4,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_kaiserforum_4,pmg_base_building_kaiserforum_4,pm_monument_prestige_only,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_kaiserforum_4,pmg_base_building_kaiserforum_4,pm_monument_no_effects,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sagrada_familia_cathedral_1,pmg_base_building_sagrada_familia_cathedral_1,pm_default_building_sagrada_familia_cathedral_1,base,construction_cost_sagrada_familia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sagrada_familia_cathedral_1,pmg_base_building_sagrada_familia_cathedral_1,pm_monument_prestige_only,base,construction_cost_sagrada_familia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sagrada_familia_cathedral_1,pmg_base_building_sagrada_familia_cathedral_1,pm_monument_no_effects,base,construction_cost_sagrada_familia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sagrada_familia_cathedral_2,pmg_base_building_sagrada_familia_cathedral_2,pm_default_building_sagrada_familia_cathedral_2,base,construction_cost_sagrada_familia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sagrada_familia_cathedral_2,pmg_base_building_sagrada_familia_cathedral_2,pm_monument_prestige_only,base,construction_cost_sagrada_familia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sagrada_familia_cathedral_2,pmg_base_building_sagrada_familia_cathedral_2,pm_monument_no_effects,base,construction_cost_sagrada_familia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sagrada_familia_cathedral_3,pmg_base_building_sagrada_familia_cathedral_3,pm_default_building_sagrada_familia_cathedral_3,base,construction_cost_sagrada_familia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sagrada_familia_cathedral_3,pmg_base_building_sagrada_familia_cathedral_3,pm_monument_prestige_only,base,construction_cost_sagrada_familia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sagrada_familia_cathedral_3,pmg_base_building_sagrada_familia_cathedral_3,pm_monument_no_effects,base,construction_cost_sagrada_familia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_pena_convent,pmg_base_building_pena_convent,pm_default_building_pena_convent,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_pena_convent,pmg_base_building_pena_convent,pm_monument_prestige_only,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_pena_convent,pmg_base_building_pena_convent,pm_monument_no_effects,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_pena_palace,pmg_base_building_pena_palace,pm_default_building_pena_palace,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_pena_palace,pmg_base_building_pena_palace,pm_monument_prestige_only,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_pena_palace,pmg_base_building_pena_palace,pm_monument_no_effects,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_gran_teatro_de_la_habana,pmg_base_building_gran_teatro_de_la_habana,pm_default_building_gran_teatro_de_la_habana,base,construction_cost_monument,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
building_gran_teatro_de_la_habana,pmg_base_building_gran_teatro_de_la_habana,pm_monument_prestige_only,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_gran_teatro_de_la_habana,pmg_base_building_gran_teatro_de_la_habana,pm_monument_no_effects,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_estacion_de_madrid_atocha,pmg_base_building_estacion_de_madrid_atocha,pm_default_building_estacion_de_madrid_atocha,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_estacion_de_madrid_atocha,pmg_base_building_estacion_de_madrid_atocha,pm_monument_prestige_only,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_estacion_de_madrid_atocha,pmg_base_building_estacion_de_madrid_atocha,pm_monument_no_effects,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_manila_cathedral_original,pmg_dummy,pm_dummy,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_manila_cathedral_monument,pmg_base_building_manila_cathedral_monument,pm_default_building_manila_cathedral_monument,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_manila_cathedral_monument,pmg_base_building_manila_cathedral_monument,pm_monument_prestige_only,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_manila_cathedral_monument,pmg_base_building_manila_cathedral_monument,pm_monument_no_effects,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_manila_cathedral_ruins,pmg_base_building_manila_cathedral_ruins,pm_default_building_manila_cathedral_ruins,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_manila_cathedral_ruins,pmg_base_building_manila_cathedral_ruins,pm_monument_prestige_only,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_manila_cathedral_ruins,pmg_base_building_manila_cathedral_ruins,pm_monument_no_effects,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_logging_camp,pmg_base_building_logging_camp,pm_simple_forestry,base,construction_cost_low,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_logging_camp,pmg_base_building_logging_camp,pm_saw_mills,base,construction_cost_low,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,
building_logging_camp,pmg_base_building_logging_camp,pm_electric_saw_mills,base,construction_cost_low,,,,,,,,,,,100,,,,,,,-5,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,
building_logging_camp,pmg_hardwood,pm_no_hardwood,refining,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_logging_camp,pmg_hardwood,pm_hardwood,refining,construction_cost_low,,,,,,,,,,,-25,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_logging_camp,pmg_hardwood,pm_increased_hardwood,refining,construction_cost_low,,,,,,,,,,,-40,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_logging_camp,pmg_equipment,pm_no_equipment,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_logging_camp,pmg_equipment,pm_steam_donkey_building_logging_camp,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_logging_camp,pmg_equipment,pm_chainsaws,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_logging_camp,pmg_transportation_building_logging_camp,pm_road_carts,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_logging_camp,pmg_transportation_building_logging_camp,pm_rail_transport_building_logging_camp,automation,construction_cost_low,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_logging_camp,pmg_transportation_building_logging_camp,pm_log_carts,automation,construction_cost_low,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_rubber_plantation,pmg_base_building_rubber_plantation,default_building_rubber_plantation,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_rubber_plantation,pmg_base_building_rubber_plantation,automatic_irrigation_building_rubber_plantation,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_rubber_plantation,pmg_rubber_exploitation,default_labour,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_rubber_plantation,pmg_rubber_exploitation,slave_exploitation_rubber,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_rubber_plantation,pmg_rubber_exploitation,worker_exploitation_rubber,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_rubber_plantation,pmg_train_automation_building_rubber_plantation,pm_road_carts,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_rubber_plantation,pmg_train_automation_building_rubber_plantation,pm_steam_rail_transport,automation,construction_cost_low,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_fishing_wharf,pmg_base_building_fishing_wharf,pm_simple_fishing,base,construction_cost_low,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_fishing_wharf,pmg_base_building_fishing_wharf,pm_fishing_trawlers,base,construction_cost_low,,,,,,,,,50,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_fishing_wharf,pmg_base_building_fishing_wharf,pm_steam_trawlers,base,construction_cost_low,,,,,,,,,100,,,,,,,,,,,,-5,,,,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_fishing_wharf,pmg_refrigeration_building_fishing_wharf,pm_unrefrigerated,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_fishing_wharf,pmg_refrigeration_building_fishing_wharf,pm_refrigerated_storage_building_fishing_wharf,automation,construction_cost_low,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_fishing_wharf,pmg_refrigeration_building_fishing_wharf,pm_refrigerated_rail_cars_building_fishing_wharf,automation,construction_cost_low,,,,,,,,,,,,,,,,,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_fishing_wharf,pmg_refrigeration_building_fishing_wharf,pm_flash_freezing_building_fishing_wharf,automation,construction_cost_low,,,,,,,,,,,,,,,,,-7,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_whaling_station,pmg_base_building_whaling_station,pm_simple_whaling,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,5,,,,,,,,,,,,,,,,,,,,
building_whaling_station,pmg_base_building_whaling_station,pm_wooden_whaling_ships,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,20,,,,,,,,10,,,,,,,,,,,,,,,,,,,,
building_whaling_station,pmg_base_building_whaling_station,pm_steam_whaling_ships,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,-5,,,,-20,,,,,40,,,,,,,,20,,,,,,,,,,,,,,,,,,,,
building_whaling_station,pmg_refrigeration_building_whaling_station,pm_unrefrigerated,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_whaling_station,pmg_refrigeration_building_whaling_station,pm_refrigerated_storage_building_whaling_station,automation,construction_cost_low,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
